ID,Title,FacultyID_1,FacultyID_2,CallNum,Requirements,Location,Schedule,Points,Section,Type,Session,Year,Semester
Pla6108,LAND USE PLANNING,528,null,87046,PHYSICAL- UP , ,TBA,"TBA",3,1,UP,FULL SEMESTER,2016,3
Pla6204,TALES OF THE DIGITAL CITY,785,null,77946,METHODS,202 FAYERWEATHER ,"TH 3 PM - 5 PM ",3,1,UP,FULL SEMESTER ,2016,3
Pla6212, AFFORDABLE HOUSING DEVELOPMENT AND POLICY,655,null,78280,ELECTIVE,200 SOUTH FAYERWEATHER,"W 11AM-1 PM",1.5,1,RED,SES A 1/19-3/4 ,2016,3
Pla6217,TECHNIQUES OF PROJECT EVALUATION,526,null,92396,METHODS,200 BUELL,"TU 9 AM - 11 AM",3,1,UP,FULL SEMESTER,2016,3
Pla6231,ADVANCED EXCEL SKILLS ,656,753,19257,ELECTIVE,TBA,"TBA ",1.5,1,RED,SES A 1/19-3/4,2016,3
Pla6232,ADVANCED GIS,537,null,16746,METHODS ,200 FAYERWEATHER NORTH,"M & W 6 PM - 8 PM ",3,1,UP,FULL SEMESTER,2016,3
Pla6236,ASSET MANAGEMENT,657,null,25280,ELECTIVE,113 AVERY,"TH 3:30 PM  - 5:30 PM",1.5,1,RED,SES A 1/19-3/4 ,2016,3
Pla6242,ADV CAPITAL MARKETS & TRANSACTIONS,658,null,62796,ELECTIVE,200 SOUTH FAYERWEATHER,"M 9 AM - 11 AM ",1.5,1,RED,SES A 1/19-3/4,2016,3
Pla6251,HOTEL TRANSACTIONS,659,754,91047,ELECTIVE,TBA,"TBA",1.5,1,RED,SES B 3/7-4/22,2016,3
Pla6266,UNDERWRITING II,574,null,11097,ELECTIVE,200 SOUTH FAYERWEATHER,"W 6 PM-8 PM",1.5,1,RED,SES A 1/19-3/4,2016,3
Pla6280,PROJECT MANAGEMENT,660,null,75779,ELECTIVE,200 SOUTH FAYERWAETHER,"W 6 PM - 8 PM",1.5,1,RED,SES B 3/7-4/22,2016,3
Pla6332,REAL ESTATE TRANSACTIONS LAW,661,755,68445,ELECTIVE ,TBA,"TBA",1.5,1,RED,SES A 1/19-3/4,2016,3
Pla6335,CAPSTONE: DEVELOPMENT CASE STUDIES,569,756,71847,REQUIRED,113 AVERY,"TH 9 AM - 12 PM",3,1,RED,FULL SEMESTER,2016,3
Pla6340,RED THESIS,589,null,77446,ELECTIVE,BY APPT,"BY APPT",2,1,RED,FULL SEMESTER,2016,3
Pla6341,COMPARATIVE GLOBAL REAL ESTATE,569,null,95846,ELECTIVE ,113 AVERY,"TU 12 PM - 2 PM ",1.5,1,RED,SES A 1/19-3/4,2016,3
Pla6342,INTERNATIONAL RE REGIONS: TOKYO,588,null,90941,ELECTIVE ,200 SOUTH FAYERWEATHER,"TBA",1.5,1,RED,SES B 3/7-4/22,2016,3
Pla6342,INTERNATIONAL RE REGIONS: BRAZIL,663,null,11796,ELECTIVE ,200 SOUTH FAYERWEATHER,"TBA",1.5,2,RED,SES B 3/7-4/22,2016,3
Pla6342,INTERNATIONAL RE REGIONS: LONDON,569,null,16046,ELECTIVE ,200 SOUTH FAYERWEATHER,"TBA",1.5,3,RED,SES B 3/7-4/22,2016,3
Pla6375,COMMERCIAL LEASING,664,757,29573,ELECTIVE,114 AVERY HALL ,"TU 9 AM-11 AM",1.5,1,RED,SES B 3/7-4/22 ,2016,3
Pla6384,TAX ISSUES IN ACQUISITIONS AND DEVELOPMENTS,712,null,81755,ELECTIVE,200 SOUTH FAYERWEATHER,"W 9 AM-11 AM",1.5,1,RED,SES A 1/19-3/4 ,2016,3
Pla6585,RETAIL REAL ESTATE AND DEVELOPMENT,665,758,73317,ELECTIVE,200 SOUTH FAYERWEATHER,"M 4 PM - 6 PM ",1.5,1,RED, SES A 1/19-3/4 ,2016,3
Pla6587,ADVANCED FINANCE & INVESTMENT ANALYSIS,666,null,61696,ELECTIVE,113 AVERY HALL,"TU 12 PM - 2 PM",1.5,1,RED,SES B 3/7-4/22 ,2016,3
Pla6608,COMMUNICATIONS FOR THE BUILT ENVIRONMENT,546,null,86696,ALL GSAPP_ INTERDISCP,  UP ELECTIVE,200 BUELL,"F 9 AM -1 AM",3,1,UP,ELECTIVE,2016,3
Pla6622,INSIDE URBAN TRANSIT ,651,null,66846,PHYSICAL ,201 FAYERWEATHER,"TH 6 PM - 8 PM ",3,1,UP,ELECTIVE ,2016,3
Pla6700,RE FINANCE + DEVELOPMENT,583,null,18246,URBAN/ ECON. ,200 BUELL SOUTH ,"W 9 AM - 11 AM",3,1,UP,FULL SEMESTER,2016,3
Pla6805,ADVANCED PLANNING THEORY (PHD ONLY),524,null,23748,null,408 AVERY ,"TU 11 A M - 1 PM ",3,1,UP,FULL SEMESTER,2016,3
Pla6911,CARACAS,548,null,77780,UP FIRST YEARS ONLY, VIA STUDIO LOTTERY,201 FAYERWEATHER,"M 9 AM - 1 PM",6,1,up,FULL SEMESTER,2016,3
Pla6911,TBA,554,null,12747,UP FIRST YEARS ONLY, VIA STUDIO LOTTERY,201 FAYERWEATHER,"M 2 PM - 6 PM",6,2,up,FULL SEMESTER,2016,3
Pla6911,WESTCHESTER,536,null,18397,UP FIRST YEARS ONLY, VIA STUDIO LOTTERY,201 FAYERWEATHER,"W 2 PM - 6 PM ",6,3,up,FULL SEMESTER,2016,3
Pla6911,NYACK,787,null,26296,UP FIRST YEARS ONLY, VIA STUDIO LOTTERY,201 FAYERWEATHER,"TU 3 PM - 7 PM ",6,4,up,FULL SEMESTER,2016,3
Pla6911,DOUG WOODWARD,527,788,29574,UP FIRST YEARS ONLY, VIA STUDIO LOTTERY,201 FAYERWEATHER,"TH 2 PM - 6 PM ",6,5,up,FULL SEMESTER,2016,3
Pla6911,TBA,789,null,63449,UP FIRST YEARS ONLY, VIA STUDIO LOTTERY,201 FAYERWEATHER,"F 2 PM -6 PM ",6,6,up,FULL SEMESTER,2016,3
Pla6919,URBAN PLANNING THESIS II,540,null,28781,REQUIRED 2ND YR,null,"BY APPOINTMENT",3,1,UP,FULL SEMESTER,2016,3
Pla6926,ADVANCED RESEARCH II,551,null,63445,ELECTIVE,null,"BY APPOINTMENT",3,1,UP,FULL SEMESTER,2016,3
Pla8792,INDIVIDUAL RESEARCH,589,null,72796,ELECTIVE,BY APPT,"BY APPT",1.5,1,RED,FULL SEMESTER,2016,3
Pla8901,DOCTOR COLLOQUIUM II,527,null,60029,REQUIRED PHD 1,505 AVERY,"W 11 AM - 1 PM ",3,1,UP,FULL SEMESTER,2016,3
Pla8903,DOCTOR COLLOQUIUM IV,527,null,83029,REQUIRED PHD 2,505 AVERY ,"W 11 AM - 1 PM",3,1,UP,FULL SEMESTER,2016,3
